repo,verdict,reason,capability,install_cmd,license,risk_level,risk_note,category,evidence,checked_at
Mongfayi/dsh-recall,verified_plugin,Native bundle: package.json dsh.bundle.patch -> cordis.patch.yml (README has no install command),Message recall: durably remove a user message and everything after it from the conversation,,MIT,low,UI-only session edit via localhost POST /recall; no network or credentials,web_ui,package.json dsh.bundle.patch + cordis.patch.yml; README.md (HEAD),2026-08-14
morlay/session-persistence-rdb,verified_plugin,Documented dsh plugin install (git source) for ctx.sessionPersistence backend,RDB (SQLite/PostgreSQL) session persistence backend via ctx.sessionPersistence (drizzle),"dsh plugin --profile=web add ""@morlay/session-persistence-rdb@https://github.com/dsh-external/session-persistence-rdb.git""",BSD-3-Clause,medium,Persists session/conversation data to SQLite/PostgreSQL (may contain sensitive conversation content),data_tools,README.md (HEAD) 安装; package.json license BSD-3-Clause + dsh field,2026-08-14
MuziIsabel/dsh-win-notify,verified_plugin,Documented dsh plugin install (github: source),Windows toast notification with sound when an agent task completes,dsh plugin --profile web add github:MuziIsabel/dsh-win-notify,MIT,medium,"Spawns powershell.exe (encoded command), writes DeepSeek.exe stub and Start Menu shortcut to %LOCALAPPDATA%",communication,README.md (HEAD) Install + How it works + License,2026-08-14
nowledge-co/nowledge-mem-deepseek-harness,verified_plugin,Documented dsh plugin install (github: source),"Nowledge Mem memory/MCP integration: prompt-time recall, context bundle injection, transcript capture",dsh plugin --profile web add github:nowledge-co/nowledge-mem-deepseek-harness,MIT,medium,Memory persistence via local nmem CLI/MCP; optional cloud API key (NMEM_API_KEY) and network,memory_persona,README.md (HEAD) Install; package.json license MIT + dsh field,2026-08-14
omdsh-dev/dsh-inspect,verified_plugin,README documents a native dsh plugin --profile add command and cordis.patch.yml bundle patch; Cordis plugin registering checkup/fix/review tools.,发现问题(checkup)→修复交付(fix)→质量复查(review)的对抗式闭环工作流插件（基于官方 workflow 引擎）,dsh plugin --profile <profile> add git+https://github.com/dsh-external/dsh-inspect.git,MIT,medium,Uses DSH workflow engine with parallel subagents (checker/reviewer/worker); fix tool reads/writes local files. No shell/network/device/credential access.,developer_tools,"README.md (HEAD): install command, cordis.patch.yml, src/index.ts Cordis plugin registering checkup/fix/review via workflow engine; package.json declares dsh.bundle.patch.",2026-08-14
omdsh-dev/dsh-mnemon,verified_plugin,README documents dsh plugin --profile web add command plus /mnemon slash command and WebUI; deep Mnemon memory integration as a DSH plugin.,Mnemon 本地记忆系统集成：运行时热记忆、项目档案、长期记忆体三层，含 WebUI、/mnemon 命令、受限子代理,"dsh plugin --profile web add ""github:dsh-external/dsh-mnemon""",MIT,medium,"Local-first memory: local mnemon CLI (argv array, shell disabled), local mnemon.db/SQLite, spawn/fork subagents, WebUI. No remote memory service, no credential/device access.",memory_persona,"README.md (HEAD): dsh plugin --profile web add command, /mnemon commands, settings.yaml config, docs assets; license MIT.",2026-08-14
omdsh-dev/dsh-tool-calculator,verified_plugin,"README documents dsh plugin --profile add command, dsh.bundle patch, and a Cordis plugin registering the calculator tool.",安全数学表达式求值器（+ - * / % **、数学函数与常量），零依赖递归下降解析器,"dsh plugin --profile web add ""C:/path/to/dsh-tool-calculator""",MIT,low,"Pure function, zero dependency, no eval/new Function, no filesystem/network/process; results are finite numbers only.",developer_tools,"README.md (HEAD): install command, cordis.patch.yml / dsh.bundle, src/index.ts Cordis plugin with apply(ctx) registering calculator tool.",2026-08-14
omdsh-dev/dsh-tool-diff,verified_plugin,README documents dsh plugin --profile add command and registers a diff tool via Cordis.,文本/JSON/CSV/Markdown 结构化比较与 unified diff（行级 Myers），注册 diff 工具,"dsh plugin --profile web add ""C:/path/to/dsh-tool-diff""",MIT,low,"Pure in-memory comparison, zero dependency, read-only on inputs, no filesystem/network/process.",developer_tools,"README.md (HEAD): install command, tool declaration registering diff tool (row id tool-diff), build/test instructions.",2026-08-14
omdsh-dev/dsh-tool-encoding,verified_plugin,"README documents dsh plugin --profile add command, dsh.bundle patch, and Cordis plugin registering the encoding tool.",base64/base64url/url/hex 编解码、md5/sha1/sha256/sha512 哈希与 UUID 生成，零依赖纯函数,"dsh plugin --profile web add ""C:/path/to/dsh-tool-encoding""",MIT,low,"Pure function over Buffer/node:crypto/TextDecoder; no eval/new Function, no filesystem/network/process; hash is non-security only.",developer_tools,"README.md (HEAD): install command, cordis.patch.yml / dsh.bundle, ctx.tools.register(defineTool) for encoding tool.",2026-08-14
omdsh-dev/dsh-tool-json,verified_plugin,"README documents dsh plugin --profile add command, dsh.bundle patch, and Cordis plugin registering the json query tool.",JMESPath 子集 JSON 路径查询（点号/索引/属性/通配符投影），零依赖递归下降解析器,"dsh plugin --profile web add ""C:/path/to/dsh-tool-json""",MIT,low,"Hand-written parser, no eval/new Function, prototype-pollution guarded; read-only, no filesystem/network/process.",developer_tools,"README.md (HEAD): install command, cordis.patch.yml / dsh.bundle, ctx.tools.register(defineTool) for json tool.",2026-08-14
omdsh-dev/dsh-tool-markdown,verified_plugin,README documents dsh plugin --profile add command and registers a markdown tool via Cordis.,HTML↔Markdown 转换、GFM 表格规范化、目录生成，零依赖轻量解析器,"dsh plugin --profile web add ""C:/path/to/dsh-tool-markdown""",MIT,low,"Zero dependency, hand-written parser, script/style stripped, link scheme whitelist (http/https/mailto), no remote resource load; pure text conversion.",data_tools,"README.md (HEAD): install command, tool declaration registering markdown tool (row id tool-markdown).",2026-08-14
omdsh-dev/dsh-tool-regex,verified_plugin,README documents dsh plugin --profile add command and registers a regex tool via Cordis.,正则测试匹配/提取捕获组/安全替换/静态解释正则（不执行代码），零依赖，注册 regex 工具,"dsh plugin --profile web add ""C:/path/to/dsh-tool-regex""",MIT,low,"Deterministic regex tool, static explain path executes no code; ReDoS protection; no filesystem/network/process.",developer_tools,"README.md (HEAD): install command, tool declaration registering regex tool.",2026-08-14
omdsh-dev/dsh-tool-schema,verified_plugin,README documents dsh plugin --profile add command and registers a schema validation tool via Cordis.,JSON Schema 验证工具：validate/paths/explain/normalize，零网络零动态执行,"dsh plugin --profile web add ""C:/path/to/dsh-tool-schema""",MIT,low,"Pure in-memory validation, no eval/new Function, no network/dynamic execution; normalize never mutates input.",developer_tools,"README.md (HEAD): install command, tool declaration registering schema tool (row id tool-schema).",2026-08-14
omdsh-dev/dsh-tool-stat,verified_plugin,README documents dsh plugin --profile add command and registers a statistics tool via Cordis.,描述统计/百分位数/频数分布/相关性（Pearson/Spearman），零依赖纯函数确定性,"dsh plugin --profile web add ""C:/path/to/dsh-tool-stat""",MIT,low,"Pure deterministic function, no filesystem/network/process/state; rejects NaN/Infinity; no sensitive data handling.",data_tools,"README.md (HEAD): install command, tool declaration registering stat tool (row id tool-stat).",2026-08-14
omdsh-dev/dsh-tool-time,verified_plugin,"README documents dsh plugin --profile add command, dsh.bundle patch, and Cordis plugin registering the time tool.",严格 ISO 8601 解析、IANA 时区转换、UTC 日历运算、固定时长差，零依赖,"dsh plugin --profile web add ""C:/path/to/dsh-tool-time""",MIT,low,"Pure function using strict ISO subset + Intl; no eval/new Function, no filesystem/network/process.",data_tools,"README.md (HEAD): install command, cordis.patch.yml / dsh.bundle, ctx.tools.register(defineTool) for time tool.",2026-08-14
omdsh-dev/sandbox-micro,verified_plugin,package.json declares a dsh.bundle manifest (patch -> cordis.patch.yml) with two Cordis entry points (microsandbox provider + tool subpath); README describes profile-bundle installation.,Fail-closed microsandbox microVM provider + model tools (microsandbox_exec / microsandbox_fs) for guest command execution and file access,,BSD-3-Clause,high,"Executes arbitrary commands (microsandbox_exec) and guest file read/write in a microVM; fail-closed isolation, never degrades to host execution, requires /dev/kvm on Linux; rows disabled until explicitly enabled.",developer_tools,README.md + README.zh.md (HEAD) describe profile bundle and Cordis entry points; package.json has dsh.bundle.patch -> cordis.patch.yml and peer deps cordis/@deepseek-ai/dsh-tools; license BSD-3-Clause.,2026-08-14
openma-ai/deepseek-harness-typescript-sdk,watchlist,DSH-related TypeScript SDK (companion library) that spawns/controls the DSH runtime over JSON-RPC stdio; not a loadable plugin (no dsh plugin add / dsh.bundle mount).,TypeScript/Node.js SDK to drive DSH agent turns in a runtime subprocess over JSON-RPC stdio (mirrors the official Python SDK).,,MIT,low,"Dev library; spawns the DSH runtime and inherits env vars such as DEEPSEEK_API_KEY, but handles no network/keys itself.",developer_tools,"README (HEAD) fetched; npm install @openma/deepseek-harness-sdk; no dsh plugin add, no dsh.bundle field; SDK not a bundle.",2026-08-14
orriduck/dsh-tui,verified_plugin,Out-of-tree DSH profile bundle; package.json declares dsh.bundle.patch -> cordis.patch.yml and the binary auto-registers the bundle into a tui profile.,"Session-aware terminal UI for DeepSeek Harness (start/continue/resume sessions, permission-preset switching).",npm install -g github:orriduck/dsh-tui,MIT,low,Terminal UI driving DSH sessions; can switch permission preset incl. typed FULL ACCESS confirmation; optional Herdr bridge.,tui,"README + package.json (HEAD): ""dsh"":{""bundle"":{""patch"":""./cordis.patch.yml""}}; install via npm -g then dsh-tui auto-creates tui profile and registers bundle.",2026-08-14
Qintsg/dsh-safe-delete,verified_plugin,DSH Cordis plugin; README gives a plugins: composition mount ($include) plus package.json dsh.client field.,"Safe delete: move files into .dsh-trash instead of permanent removal, with restore/purge and rm/Remove-Item hijacking.",pnpm add dsh-safe-delete,Apache-2.0,medium,Intercepts rm/Remove-Item and moves files to a trash area; purge gated by approval; operates on workspace/local files.,developer_tools,README: pnpm add + plugins: dsh-safe-delete: $include: node_modules/dsh-safe-delete/lib/index.js; package.json has dsh.client + dsh field.,2026-08-14
renat3u/dsh-paseo,verified_plugin,Official profile-bundle ACP bridge with reproducible pnpm dsh plugin --profile paseo add install command.,Registers dsh as a Paseo ACP provider to run/manage parallel dsh agents from Paseo desktop/web/mobile clients.,pnpm dsh plugin --profile paseo add <dsh-paseo repo root>/packages/dsh-paseo,MIT,medium,"Spawns/manages dsh agent processes and bridges to Paseo clients over stdio ACP; default workspace-write sandbox, optional danger-full-access; approval forwarded.",automation,README install: pnpm dsh plugin --profile paseo add .../packages/dsh-paseo; bundles @deepseek-ai/dsh-base + dsh-paseo; package.json license MIT.,2026-08-14
renat3u/dsh-web-archive,verified_plugin,Web client bundle plugin; package.json dsh.bundle + dsh.client + cordis.patch.yml and README gives dsh plugin add install.,Web client plugin that collapses non-body display (Read/Bash/Think tool cards) into inline foldable 'Deep Sleeping...' chips.,pnpm dsh plugin --profile web add file:/path/to/dsh-web-archive,MIT,low,Pure browser-side DOM collapse (MutationObserver + CSS display toggle); no network/keys; reads only the local session DOM.,web_ui,README install: pnpm dsh plugin --profile web add file:...; package.json dsh.bundle.patch -> cordis.patch.yml + dsh.client; license MIT.,2026-08-14
renat3u/tonghuashun-webui,verified_plugin,DSH Web UI replacement delivered as bundle plugins with documented pnpm dsh plugin --profile web add installs.,"Stock-terminal-styled (Tonghuashun) Web UI replacing the default dsh Web interface, mapping token usage to K-line charts.","pnpm dsh plugin --profile web add ""<repo>/client-plugin""",Not found,low,Web UI/frontend replacement; records token/tool usage locally to $DSH_HOME/tonghuashun/*.jsonl; no API keys.,web_ui,"README integration path: plugin/ (dsh-tonghuashun-meter) and client-plugin/ (@deepseek-ai/dsh-client-tonghuashun, dsh.client) added via pnpm dsh plugin --profile web add + web-terminal.patch.yml; LICENSE 404.",2026-08-14
